SID SYS SCR N 
87 trans.ro -0.855723515335587 15 
257 trans.ro 0.0661763431222864 15 
282 trans.ro -0.0850113055295981 15 
312 trans.ro 0.582839861093233 15 
176 trans.ro -0.521268049483796 15 
26 trans.ro -0.51372178053868 15 
20 trans.ro -1.10331803804035 15 
188 trans.ro 0.869913607898757 15 
293 trans.ro -0.458464485984297 15 
184 trans.ro 0.0444927807325463 15 
261 trans.ro -0.556478438187282 15 
328 trans.ro 0.666646800945851 15 
334 trans.ro -0.554558849293692 15 
264 trans.ro 1.03862498056069 15 
93 trans.ro -0.0958645507873235 15 
35 trans.ro -0.0464726979373913 15 
209 trans.ro 0.326775625185029 15 
266 trans.ro -0.246063411991579 15 
241 trans.ro 0.421448183028677 15 
137 trans.ro -0.51010111647532 15 
335 trans.ro -0.0841877988248003 15 
332 trans.ro 0.159558358098754 15 
287 trans.ro -0.111610265425177 15 
243 trans.ro 1.14518021119106 15 
168 trans.ro 0.711522447806339 15 
92 trans.ro -0.00113541663581322 15 
204 trans.ro 0.484596659447417 15 
219 trans.ro -0.2598441839901 15 
59 trans.ro -0.289228076799008 15 
321 trans.ro -0.61520778860015 15 
322 trans.ro -0.156840015325925 15 
103 trans.ro -0.563923616474957 15 
238 trans.ro -0.209080089194067 15 
55 trans.ro 0.316478629117624 15 
37 trans.ro -0.166291631466727 15 
227 trans.ro 0.191033039705689 15 
300 trans.ro 0.11259075323708 15 
34 trans.ro -1.07985219760066 15 
269 trans.ro -0.136255539852525 15 
262 trans.ro -0.353407952346209 15 
76 trans.ro 0.27498788005751 15 
102 trans.ro -0.932273901652697 15 
30 trans.ro -0.228834368513898 15 
228 trans.ro 1.09698014607601 15 
177 trans.ro 0.42548784491884 15 
237 trans.ro -0.675707120056096 15 
7 trans.ro -0.749081798772849 15 
68 trans.ro -0.784860326973711 15 
84 trans.ro -0.561257817893631 15 
348 trans.ro -0.454960622835421 15 
125 trans.ro 0.382886683024172 15 
159 trans.ro -0.253924838832111 15 
341 trans.ro -0.790542996053413 15 
49 trans.ro -0.261800393764088 15 
270 trans.ro -0.285863049656057 15 
143 trans.ro -0.541164714631871 15 
